poe,date,arrivals,arrivals_male,arrivals_female
LT Batu Berendam,2020-07-01,0,0,0
LT Batu Berendam,2020-08-01,0,0,0
LT Batu Berendam,2020-09-01,0,0,0
LT Batu Berendam,2020-10-01,2,1,1
LT Batu Berendam,2020-11-01,0,0,0
LT Batu Berendam,2020-12-01,10,10,0
LT Batu Berendam,2021-01-01,0,0,0
LT Batu Berendam,2021-02-01,0,0,0
LT Batu Berendam,2021-03-01,2,0,2
LT Batu Berendam,2021-04-01,0,0,0
LT Batu Berendam,2021-05-01,0,0,0
LT Batu Berendam,2021-06-01,0,0,0
LT Batu Berendam,2021-07-01,2,1,1
LT Batu Berendam,2021-08-01,0,0,0
LT Batu Berendam,2021-09-01,0,0,0
LT Batu Berendam,2021-10-01,0,0,0
LT Batu Berendam,2021-11-01,3,3,0
LT Batu Berendam,2021-12-01,0,0,0
LT Batu Berendam,2022-01-01,0,0,0
LT Batu Berendam,2022-02-01,0,0,0
LT Batu Berendam,2022-03-01,0,0,0
LT Batu Berendam,2022-04-01,12,6,6
LT Batu Berendam,2022-05-01,2,1,1
LT Batu Berendam,2022-06-01,9,7,2
LT Batu Berendam,2022-07-01,16,13,3
LT Batu Berendam,2022-08-01,1,1,0
LT Batu Berendam,2022-09-01,1000,472,528
LT Batu Berendam,2022-10-01,1405,610,795
LT Batu Berendam,2022-11-01,1020,458,562
LT Batu Berendam,2022-12-01,1305,624,681
LT Batu Berendam,2023-01-01,1146,522,624
LT Batu Berendam,2023-02-01,1196,518,678
LT Batu Berendam,2023-03-01,1072,490,582
LT Batu Berendam,2023-04-01,634,290,344
LT Batu Berendam,2023-05-01,888,389,499
LT Batu Berendam,2023-06-01,807,398,409
LT Batu Berendam,2023-07-01,679,291,388
LT Batu Berendam,2023-08-01,66,27,39
LT Batu Berendam,2023-09-01,21,17,4
LT Batu Berendam,2023-10-01,16,15,1
LT Batu Berendam,2023-11-01,27,25,2
LT Bintulu,2020-01-01,49,27,22
LT Bintulu,2020-02-01,39,24,15
LT Bintulu,2020-03-01,10,10,0
LT Bintulu,2020-04-01,0,0,0
LT Bintulu,2020-05-01,0,0,0
LT Bintulu,2020-06-01,0,0,0
LT Bintulu,2020-07-01,0,0,0
LT Bintulu,2020-08-01,0,0,0
LT Bintulu,2020-09-01,0,0,0
LT Bintulu,2020-10-01,0,0,0
LT Bintulu,2020-11-01,0,0,0
LT Bintulu,2020-12-01,0,0,0
LT Bintulu,2021-01-01,0,0,0
LT Bintulu,2021-02-01,0,0,0
LT Bintulu,2021-03-01,0,0,0
LT Bintulu,2021-04-01,0,0,0
LT Bintulu,2021-05-01,1,1,0
LT Bintulu,2021-06-01,0,0,0
LT Bintulu,2021-07-01,0,0,0
LT Bintulu,2021-08-01,0,0,0
LT Bintulu,2021-09-01,0,0,0
LT Bintulu,2021-10-01,1,1,0
LT Bintulu,2021-11-01,1,1,0
LT Bintulu,2021-12-01,8,8,0
LT Bintulu,2022-01-01,5,5,0
LT Bintulu,2022-02-01,1,0,1
LT Bintulu,2022-03-01,19,18,1
LT Bintulu,2022-04-01,18,15,3
LT Bintulu,2022-05-01,48,36,12
LT Bintulu,2022-06-01,25,22,3
LT Bintulu,2022-07-01,48,30,18
LT Bintulu,2022-08-01,45,39,6
LT Bintulu,2022-09-01,61,47,14
LT Bintulu,2022-10-01,49,41,8
LT Bintulu,2022-11-01,49,36,13
LT Bintulu,2022-12-01,74,55,19
LT Bintulu,2023-01-01,120,96,24
LT Bintulu,2023-02-01,163,132,31
LT Bintulu,2023-03-01,269,219,50
LT Bintulu,2023-04-01,110,88,22
LT Bintulu,2023-05-01,54,44,10
LT Bintulu,2023-06-01,84,66,18
LT Bintulu,2023-07-01,68,54,14
LT Bintulu,2023-08-01,244,231,13
LT Bintulu,2023-09-01,113,95,18
LT Bintulu,2023-10-01,145,120,25
LT Bintulu,2023-11-01,63,55,8
LT Labuan,2020-01-01,0,0,0
LT Labuan,2020-02-01,0,0,0
LT Labuan,2020-03-01,0,0,0
LT Labuan,2020-04-01,0,0,0
LT Labuan,2020-05-01,0,0,0
LT Labuan,2020-06-01,0,0,0
LT Labuan,2020-07-01,1,1,0
LT Labuan,2020-08-01,0,0,0
LT Labuan,2020-09-01,0,0,0
LT Labuan,2020-10-01,0,0,0
LT Labuan,2020-11-01,0,0,0
LT Labuan,2020-12-01,0,0,0
LT Labuan,2021-01-01,0,0,0
LT Labuan,2021-02-01,0,0,0
LT Labuan,2021-03-01,0,0,0
LT Labuan,2021-04-01,0,0,0
LT Labuan,2021-05-01,0,0,0
LT Labuan,2021-06-01,0,0,0
LT Labuan,2021-07-01,0,0,0
LT Labuan,2021-08-01,0,0,0
LT Labuan,2021-09-01,0,0,0
LT Labuan,2021-10-01,0,0,0
LT Labuan,2021-11-01,0,0,0
LT Labuan,2021-12-01,0,0,0
LT Labuan,2022-01-01,0,0,0
LT Labuan,2022-02-01,0,0,0
LT Labuan,2022-03-01,0,0,0
LT Labuan,2022-04-01,0,0,0
LT Labuan,2022-05-01,0,0,0
LT Labuan,2022-06-01,0,0,0
LT Labuan,2022-07-01,0,0,0
LT Labuan,2022-08-01,0,0,0
LT Labuan,2022-09-01,0,0,0
LT Labuan,2022-10-01,0,0,0
LT Labuan,2022-11-01,21,16,5
LT Labuan,2022-12-01,80,32,48
LT Labuan,2023-01-01,0,0,0
LT Labuan,2023-02-01,0,0,0
LT Labuan,2023-03-01,0,0,0
LT Labuan,2023-04-01,2,2,0
LT Labuan,2023-05-01,25,23,2
LT Labuan,2023-06-01,21,20,1
LT Labuan,2023-07-01,0,0,0
LT Labuan,2023-08-01,2,2,0
LT Labuan,2023-09-01,15,15,0
LT Labuan,2023-10-01,12,7,5
LT Labuan,2023-11-01,0,0,0
LT Limbang,2020-01-01,0,0,0
LT Limbang,2020-02-01,0,0,0
LT Limbang,2020-03-01,0,0,0
LT Limbang,2020-04-01,0,0,0
LT Limbang,2020-05-01,0,0,0
LT Limbang,2020-06-01,0,0,0
LT Limbang,2020-07-01,0,0,0
LT Limbang,2020-08-01,0,0,0
LT Limbang,2020-09-01,0,0,0
LT Limbang,2020-10-01,0,0,0
LT Limbang,2020-11-01,0,0,0
LT Limbang,2020-12-01,0,0,0
LT Limbang,2021-01-01,0,0,0
LT Limbang,2021-02-01,0,0,0
LT Limbang,2021-03-01,0,0,0
LT Limbang,2021-04-01,0,0,0
LT Limbang,2021-05-01,0,0,0
LT Limbang,2021-06-01,0,0,0
LT Limbang,2021-07-01,0,0,0
LT Limbang,2021-08-01,0,0,0
LT Limbang,2021-09-01,0,0,0
LT Limbang,2021-10-01,0,0,0
LT Limbang,2021-11-01,0,0,0
LT Limbang,2021-12-01,0,0,0
LT Limbang,2022-01-01,0,0,0
LT Limbang,2022-02-01,0,0,0
LT Limbang,2022-03-01,0,0,0
LT Limbang,2022-04-01,0,0,0
LT Limbang,2022-05-01,0,0,0
LT Limbang,2022-06-01,0,0,0
LT Limbang,2022-07-01,0,0,0
LT Limbang,2022-08-01,0,0,0
LT Limbang,2022-09-01,0,0,0
LT Limbang,2022-10-01,1,0,1
LT Limbang,2022-11-01,0,0,0
LT Limbang,2022-12-01,1,0,1
LT Limbang,2023-01-01,0,0,0
LT Limbang,2023-02-01,0,0,0
LT Limbang,2023-03-01,2,2,0
LT Limbang,2023-04-01,0,0,0
LT Limbang,2023-05-01,0,0,0
LT Limbang,2023-06-01,0,0,0
LT Limbang,2023-07-01,0,0,0
LT Limbang,2023-08-01,0,0,0
LT Limbang,2023-09-01,0,0,0
LT Limbang,2023-10-01,0,0,0
LT Limbang,2023-11-01,1,1,0
LT Miri,2020-01-01,1623,937,686
LT Miri,2020-02-01,515,319,196
LT Miri,2020-03-01,170,110,60
LT Miri,2020-04-01,0,0,0
LT Miri,2020-05-01,0,0,0
LT Miri,2020-06-01,2,2,0
LT Miri,2020-07-01,2,2,0
LT Miri,2020-08-01,3,1,2
LT Miri,2020-09-01,1,0,1
LT Miri,2020-10-01,0,0,0
LT Miri,2020-11-01,0,0,0
LT Miri,2020-12-01,1,1,0
LT Miri,2021-01-01,2,2,0
LT Miri,2021-02-01,1,1,0
LT Miri,2021-03-01,5,4,1
LT Miri,2021-04-01,0,0,0
LT Miri,2021-05-01,1,1,0
LT Miri,2021-06-01,0,0,0
LT Miri,2021-07-01,0,0,0
LT Miri,2021-08-01,4,3,1
LT Miri,2021-09-01,51,51,0
LT Miri,2021-10-01,1,1,0
LT Miri,2021-11-01,2,2,0
LT Miri,2021-12-01,1,1,0
LT Miri,2022-01-01,9,7,2
LT Miri,2022-02-01,12,6,6
LT Miri,2022-03-01,15,6,9
LT Miri,2022-04-01,232,137,95
LT Miri,2022-05-01,452,271,181
LT Miri,2022-06-01,590,284,306
LT Miri,2022-07-01,601,337,264
LT Miri,2022-08-01,787,447,340
LT Miri,2022-09-01,1021,556,465
LT Miri,2022-10-01,965,576,389
LT Miri,2022-11-01,1128,618,510
LT Miri,2022-12-01,2379,1186,1193
LT Miri,2023-01-01,1542,824,718
LT Miri,2023-02-01,1267,681,586
LT Miri,2023-03-01,1752,944,808
LT Miri,2023-04-01,2376,1264,1112
LT Miri,2023-05-01,1828,1027,801
LT Miri,2023-06-01,1713,920,793
LT Miri,2023-07-01,1497,846,651
LT Miri,2023-08-01,1890,1034,856
LT Miri,2023-09-01,1710,922,788
LT Miri,2023-10-01,1551,858,693
LT Miri,2023-11-01,1507,845,662
LT Sandakan,2020-01-01,496,263,233
LT Sandakan,2020-02-01,183,93,90
LT Sandakan,2020-03-01,51,21,30
LT Sandakan,2020-04-01,0,0,0
LT Sandakan,2020-05-01,0,0,0
LT Sandakan,2020-06-01,0,0,0
LT Sandakan,2020-07-01,0,0,0
LT Sandakan,2020-08-01,0,0,0
LT Sandakan,2020-09-01,0,0,0
LT Sandakan,2020-10-01,0,0,0
LT Sandakan,2020-11-01,0,0,0
LT Sandakan,2020-12-01,0,0,0
LT Sandakan,2021-01-01,0,0,0
LT Sandakan,2021-02-01,0,0,0
LT Sandakan,2021-03-01,0,0,0
LT Sandakan,2021-04-01,0,0,0
LT Sandakan,2021-05-01,0,0,0
LT Sandakan,2021-06-01,0,0,0
LT Sandakan,2021-07-01,1,1,0
LT Sandakan,2021-08-01,1,1,0
LT Sandakan,2021-09-01,2,1,1
LT Sandakan,2021-10-01,0,0,0
LT Sandakan,2021-11-01,2,0,2
LT Sandakan,2021-12-01,1,0,1
LT Sandakan,2022-01-01,1,0,1
LT Sandakan,2022-02-01,1,0,1
LT Sandakan,2022-03-01,1,0,1
LT Sandakan,2022-04-01,2,0,2
LT Sandakan,2022-05-01,6,4,2
LT Sandakan,2022-06-01,20,11,9
LT Sandakan,2022-07-01,17,10,7
LT Sandakan,2022-08-01,82,49,33
LT Sandakan,2022-09-01,32,22,10
LT Sandakan,2022-10-01,78,36,42
LT Sandakan,2022-11-01,10,4,6
LT Sandakan,2022-12-01,70,33,37
LT Sandakan,2023-01-01,57,28,29
LT Sandakan,2023-02-01,118,60,58
LT Sandakan,2023-03-01,75,37,38
LT Sandakan,2023-04-01,169,83,86
LT Sandakan,2023-05-01,61,24,37
LT Sandakan,2023-06-01,82,46,36
LT Sandakan,2023-07-01,43,21,22
LT Sandakan,2023-08-01,75,43,32
LT Sandakan,2023-09-01,126,65,61
LT Sandakan,2023-10-01,15,5,10
LT Sandakan,2023-11-01,50,21,29
LT Sibu,2020-01-01,64,21,43
LT Sibu,2020-02-01,12,5,7
LT Sibu,2020-03-01,13,9,4
LT Sibu,2020-04-01,0,0,0
LT Sibu,2020-05-01,0,0,0
LT Sibu,2020-06-01,0,0,0
LT Sibu,2020-07-01,0,0,0
LT Sibu,2020-08-01,0,0,0
LT Sibu,2020-09-01,0,0,0
LT Sibu,2020-10-01,0,0,0
LT Sibu,2020-11-01,0,0,0
LT Sibu,2020-12-01,0,0,0
LT Sibu,2021-01-01,0,0,0
LT Sibu,2021-02-01,0,0,0
LT Sibu,2021-03-01,0,0,0
LT Sibu,2021-04-01,0,0,0
LT Sibu,2021-05-01,0,0,0
LT Sibu,2021-06-01,0,0,0
LT Sibu,2021-07-01,0,0,0
LT Sibu,2021-08-01,0,0,0
LT Sibu,2021-09-01,0,0,0
LT Sibu,2021-10-01,1,1,0
LT Sibu,2021-11-01,1,0,1
LT Sibu,2021-12-01,0,0,0
LT Sibu,2022-01-01,1,1,0
LT Sibu,2022-02-01,1,1,0
LT Sibu,2022-03-01,0,0,0
LT Sibu,2022-04-01,1,0,1
LT Sibu,2022-05-01,4,2,2
LT Sibu,2022-06-01,5,1,4
LT Sibu,2022-07-01,1,0,1
LT Sibu,2022-08-01,8,6,2
LT Sibu,2022-09-01,7,4,3
LT Sibu,2022-10-01,5,4,1
LT Sibu,2022-11-01,26,23,3
LT Sibu,2022-12-01,285,129,156
LT Sibu,2023-01-01,356,180,176
LT Sibu,2023-02-01,374,183,191
LT Sibu,2023-03-01,689,355,334
LT Sibu,2023-04-01,402,205,197
LT Sibu,2023-05-01,459,220,239
LT Sibu,2023-06-01,600,299,301
LT Sibu,2023-07-01,297,149,148
LT Sibu,2023-08-01,264,151,113
LT Sibu,2023-09-01,403,184,219
LT Sibu,2023-10-01,432,206,226
LT Sibu,2023-11-01,417,214,203
LT Tawau,2020-01-01,942,432,510
LT Tawau,2020-02-01,242,153,89
LT Tawau,2020-03-01,92,54,38
LT Tawau,2020-04-01,0,0,0
LT Tawau,2020-05-01,0,0,0
LT Tawau,2020-06-01,0,0,0
LT Tawau,2020-07-01,1,0,1
LT Tawau,2020-08-01,0,0,0
LT Tawau,2020-09-01,1,1,0
LT Tawau,2020-10-01,0,0,0
LT Tawau,2020-11-01,0,0,0
LT Tawau,2020-12-01,0,0,0
LT Tawau,2021-01-01,6,3,3
LT Tawau,2021-02-01,11,4,7
LT Tawau,2021-03-01,0,0,0
LT Tawau,2021-04-01,0,0,0
LT Tawau,2021-05-01,0,0,0
LT Tawau,2021-06-01,0,0,0
LT Tawau,2021-07-01,0,0,0
LT Tawau,2021-08-01,2,0,2
LT Tawau,2021-09-01,0,0,0
LT Tawau,2021-10-01,2,0,2
LT Tawau,2021-11-01,4,2,2
LT Tawau,2021-12-01,3,1,2
LT Tawau,2022-01-01,9,7,2
LT Tawau,2022-02-01,4,3,1
LT Tawau,2022-03-01,7,2,5
LT Tawau,2022-04-01,6,4,2
LT Tawau,2022-05-01,7,3,4
LT Tawau,2022-06-01,3,0,3
LT Tawau,2022-07-01,17,7,10
LT Tawau,2022-08-01,6,2,4
LT Tawau,2022-09-01,3,1,2
LT Tawau,2022-10-01,3,1,2
LT Tawau,2022-11-01,2,0,2
LT Tawau,2022-12-01,4,2,2
LT Tawau,2023-01-01,82,34,48
LT Tawau,2023-02-01,145,69,76
LT Tawau,2023-03-01,312,157,155
LT Tawau,2023-04-01,602,283,319
LT Tawau,2023-05-01,528,220,308
LT Tawau,2023-06-01,499,234,265
LT Tawau,2023-07-01,774,343,431
LT Tawau,2023-08-01,712,355,357
LT Tawau,2023-09-01,442,225,217
LT Tawau,2023-10-01,232,110,122
LT Tawau,2023-11-01,185,94,91
LTA Bayan Lepas,2020-01-01,65864,30111,35753
LTA Bayan Lepas,2020-02-01,46142,21961,24181
LTA Bayan Lepas,2020-03-01,23113,10931,12182
LTA Bayan Lepas,2020-04-01,11,10,1
LTA Bayan Lepas,2020-05-01,1,1,0
LTA Bayan Lepas,2020-06-01,18,4,14
LTA Bayan Lepas,2020-07-01,24,10,14
LTA Bayan Lepas,2020-08-01,36,22,14
LTA Bayan Lepas,2020-09-01,26,21,5
LTA Bayan Lepas,2020-10-01,66,46,20
LTA Bayan Lepas,2020-11-01,98,68,30
LTA Bayan Lepas,2020-12-01,96,63,33
LTA Bayan Lepas,2021-01-01,89,47,42
LTA Bayan Lepas,2021-02-01,101,65,36
LTA Bayan Lepas,2021-03-01,155,97,58
LTA Bayan Lepas,2021-04-01,109,63,46
LTA Bayan Lepas,2021-05-01,134,90,44
LTA Bayan Lepas,2021-06-01,346,323,23
LTA Bayan Lepas,2021-07-01,162,93,69
LTA Bayan Lepas,2021-08-01,257,194,63
LTA Bayan Lepas,2021-09-01,267,197,70
LTA Bayan Lepas,2021-10-01,282,170,112
LTA Bayan Lepas,2021-11-01,366,235,131
LTA Bayan Lepas,2021-12-01,366,239,127
LTA Bayan Lepas,2022-01-01,266,167,99
LTA Bayan Lepas,2022-02-01,471,387,84
LTA Bayan Lepas,2022-03-01,1619,935,684
LTA Bayan Lepas,2022-04-01,10484,5565,4919
LTA Bayan Lepas,2022-05-01,24031,11961,12070
LTA Bayan Lepas,2022-06-01,38588,18546,20042
LTA Bayan Lepas,2022-07-01,43774,20386,23388
LTA Bayan Lepas,2022-08-01,45775,21278,24497
LTA Bayan Lepas,2022-09-01,49690,22611,27079
LTA Bayan Lepas,2022-10-01,55008,25270,29738
LTA Bayan Lepas,2022-11-01,54965,25379,29586
LTA Bayan Lepas,2022-12-01,65788,30440,35348
LTA Bayan Lepas,2023-01-01,68411,30842,37569
LTA Bayan Lepas,2023-02-01,64997,30622,34375
LTA Bayan Lepas,2023-03-01,74336,35456,38880
LTA Bayan Lepas,2023-04-01,76221,35047,41174
LTA Bayan Lepas,2023-05-01,82217,39046,43171
LTA Bayan Lepas,2023-06-01,102609,47463,55146
LTA Bayan Lepas,2023-07-01,96724,44352,52372
LTA Bayan Lepas,2023-08-01,91924,43285,48639
LTA Bayan Lepas,2023-09-01,87321,42273,45048
LTA Bayan Lepas,2023-10-01,86278,40152,46126
LTA Bayan Lepas,2023-11-01,94141,44453,49688
LTA Ipoh,2020-01-01,5569,2806,2763
LTA Ipoh,2020-02-01,2763,1356,1407
LTA Ipoh,2020-03-01,1690,820,870
LTA Ipoh,2020-04-01,0,0,0
LTA Ipoh,2020-05-01,0,0,0
LTA Ipoh,2020-06-01,3,1,2
LTA Ipoh,2020-07-01,3,1,2
LTA Ipoh,2020-08-01,4,3,1
LTA Ipoh,2020-09-01,1,1,0
LTA Ipoh,2020-10-01,2,1,1
LTA Ipoh,2020-11-01,8,4,4
LTA Ipoh,2020-12-01,0,0,0
LTA Ipoh,2021-01-01,3,1,2
LTA Ipoh,2021-02-01,5,1,4
LTA Ipoh,2021-03-01,2,0,2
LTA Ipoh,2021-04-01,10,4,6
LTA Ipoh,2021-05-01,8,2,6
LTA Ipoh,2021-06-01,1,1,0
LTA Ipoh,2021-07-01,1,0,1
LTA Ipoh,2021-08-01,3,1,2
LTA Ipoh,2021-09-01,2,0,2
LTA Ipoh,2021-10-01,7,2,5
LTA Ipoh,2021-11-01,5,3,2
LTA Ipoh,2021-12-01,11,7,4
LTA Ipoh,2022-01-01,13,5,8
LTA Ipoh,2022-02-01,13,3,10
LTA Ipoh,2022-03-01,6,5,1
LTA Ipoh,2022-04-01,1227,575,652
LTA Ipoh,2022-05-01,2196,1030,1166
LTA Ipoh,2022-06-01,4354,2081,2273
LTA Ipoh,2022-07-01,4287,2025,2262
LTA Ipoh,2022-08-01,3989,1841,2148
LTA Ipoh,2022-09-01,4881,2233,2648
LTA Ipoh,2022-10-01,4903,2202,2701
LTA Ipoh,2022-11-01,5930,2729,3201
LTA Ipoh,2022-12-01,8275,3944,4331
LTA Ipoh,2023-01-01,5433,2619,2814
LTA Ipoh,2023-02-01,5071,2396,2675
LTA Ipoh,2023-03-01,7251,3337,3914
LTA Ipoh,2023-04-01,5973,2763,3210
LTA Ipoh,2023-05-01,6244,2923,3321
LTA Ipoh,2023-06-01,8535,3944,4591
LTA Ipoh,2023-07-01,6834,3092,3742
LTA Ipoh,2023-08-01,6066,2769,3297
LTA Ipoh,2023-09-01,7091,3214,3877
LTA Ipoh,2023-10-01,6180,2875,3305
LTA Ipoh,2023-11-01,7976,3628,4348
LTA Kota Kinabalu,2020-01-01,57867,25613,32254
LTA Kota Kinabalu,2020-02-01,24840,11175,13665
LTA Kota Kinabalu,2020-03-01,3878,2006,1872
LTA Kota Kinabalu,2020-04-01,0,0,0
LTA Kota Kinabalu,2020-05-01,12,10,2
LTA Kota Kinabalu,2020-06-01,5,1,4
LTA Kota Kinabalu,2020-07-01,22,9,13
LTA Kota Kinabalu,2020-08-01,32,17,15
LTA Kota Kinabalu,2020-09-01,14,6,8
LTA Kota Kinabalu,2020-10-01,1,1,0
LTA Kota Kinabalu,2020-11-01,5,4,1
LTA Kota Kinabalu,2020-12-01,11,8,3
LTA Kota Kinabalu,2021-01-01,4,3,1
LTA Kota Kinabalu,2021-02-01,7,4,3
LTA Kota Kinabalu,2021-03-01,18,18,0
LTA Kota Kinabalu,2021-04-01,7,5,2
LTA Kota Kinabalu,2021-05-01,12,6,6
LTA Kota Kinabalu,2021-06-01,4,2,2
LTA Kota Kinabalu,2021-07-01,4,4,0
LTA Kota Kinabalu,2021-08-01,4,4,0
LTA Kota Kinabalu,2021-09-01,0,0,0
LTA Kota Kinabalu,2021-10-01,8,7,1
LTA Kota Kinabalu,2021-11-01,29,17,12
LTA Kota Kinabalu,2021-12-01,23,11,12
LTA Kota Kinabalu,2022-01-01,30,12,18
LTA Kota Kinabalu,2022-02-01,13,7,6
LTA Kota Kinabalu,2022-03-01,22,13,9
LTA Kota Kinabalu,2022-04-01,770,416,354
LTA Kota Kinabalu,2022-05-01,3203,1735,1468
LTA Kota Kinabalu,2022-06-01,7538,3622,3916
LTA Kota Kinabalu,2022-07-01,15775,7426,8349
LTA Kota Kinabalu,2022-08-01,15423,7208,8215
LTA Kota Kinabalu,2022-09-01,13270,6404,6866
LTA Kota Kinabalu,2022-10-01,13863,6522,7341
LTA Kota Kinabalu,2022-11-01,17526,8180,9346
LTA Kota Kinabalu,2022-12-01,23674,10872,12802
LTA Kota Kinabalu,2023-01-01,32213,14531,17682
LTA Kota Kinabalu,2023-02-01,28788,12994,15794
LTA Kota Kinabalu,2023-03-01,31834,14123,17711
LTA Kota Kinabalu,2023-04-01,31300,14614,16686
LTA Kota Kinabalu,2023-05-01,35285,16054,19231
LTA Kota Kinabalu,2023-06-01,20012,9464,10548
LTA Kota Kinabalu,2023-07-01,25509,11697,13812
LTA Kota Kinabalu,2023-08-01,4344,2181,2163
LTA Kota Kinabalu,2023-09-01,4052,1948,2104
LTA Kota Kinabalu,2023-10-01,3509,1768,1741
LTA Kota Kinabalu,2023-11-01,25419,11707,13712
LTA Kuala Lumpur Terminal 1,2020-01-01,438442,253578,184864
LTA Kuala Lumpur Terminal 1,2020-02-01,299736,190986,108750
LTA Kuala Lumpur Terminal 1,2020-03-01,107122,71957,35165
LTA Kuala Lumpur Terminal 1,2020-04-01,411,228,183
LTA Kuala Lumpur Terminal 1,2020-05-01,577,413,164
LTA Kuala Lumpur Terminal 1,2020-06-01,1156,804,352
LTA Kuala Lumpur Terminal 1,2020-07-01,5323,3749,1574
LTA Kuala Lumpur Terminal 1,2020-08-01,5586,3740,1846
LTA Kuala Lumpur Terminal 1,2020-09-01,5463,3846,1617
LTA Kuala Lumpur Terminal 1,2020-10-01,5199,3828,1371
LTA Kuala Lumpur Terminal 1,2020-11-01,4978,3792,1186
LTA Kuala Lumpur Terminal 1,2020-12-01,4423,3284,1139
LTA Kuala Lumpur Terminal 1,2021-01-01,5788,4416,1372
LTA Kuala Lumpur Terminal 1,2021-02-01,5699,4358,1341
LTA Kuala Lumpur Terminal 1,2021-03-01,9192,6707,2485
LTA Kuala Lumpur Terminal 1,2021-04-01,9089,6710,2379
LTA Kuala Lumpur Terminal 1,2021-05-01,6409,4896,1513
LTA Kuala Lumpur Terminal 1,2021-06-01,3803,2941,862
LTA Kuala Lumpur Terminal 1,2021-07-01,5284,3802,1482
LTA Kuala Lumpur Terminal 1,2021-08-01,6538,4516,2022
LTA Kuala Lumpur Terminal 1,2021-09-01,6938,4962,1976
LTA Kuala Lumpur Terminal 1,2021-10-01,9733,6632,3101
LTA Kuala Lumpur Terminal 1,2021-11-01,14016,10066,3950
LTA Kuala Lumpur Terminal 1,2021-12-01,39204,27166,12038
LTA Kuala Lumpur Terminal 1,2022-01-01,39232,27099,12133
LTA Kuala Lumpur Terminal 1,2022-02-01,34688,25372,9316
LTA Kuala Lumpur Terminal 1,2022-03-01,42888,31007,11881
LTA Kuala Lumpur Terminal 1,2022-04-01,89614,59064,30550
LTA Kuala Lumpur Terminal 1,2022-05-01,126998,83647,43351
LTA Kuala Lumpur Terminal 1,2022-06-01,155261,101036,54225
LTA Kuala Lumpur Terminal 1,2022-07-01,203862,128631,75231
LTA Kuala Lumpur Terminal 1,2022-08-01,236498,153823,82675
LTA Kuala Lumpur Terminal 1,2022-09-01,236613,161914,74699
LTA Kuala Lumpur Terminal 1,2022-10-01,246105,163813,82292
LTA Kuala Lumpur Terminal 1,2022-11-01,269461,182646,86815
LTA Kuala Lumpur Terminal 1,2022-12-01,282360,179387,102973
LTA Kuala Lumpur Terminal 1,2023-01-01,281846,177807,104039
LTA Kuala Lumpur Terminal 1,2023-02-01,278462,188835,89627
LTA Kuala Lumpur Terminal 1,2023-03-01,316899,210447,106452
LTA Kuala Lumpur Terminal 1,2023-04-01,293998,183607,110391
LTA Kuala Lumpur Terminal 1,2023-05-01,318519,208951,109568
LTA Kuala Lumpur Terminal 1,2023-06-01,335562,211854,123708
LTA Kuala Lumpur Terminal 1,2023-07-01,433509,257481,176028
LTA Kuala Lumpur Terminal 1,2023-08-01,433768,265886,167882
LTA Kuala Lumpur Terminal 1,2023-09-01,389853,241610,148243
LTA Kuala Lumpur Terminal 1,2023-10-01,361684,217409,144275
LTA Kuala Lumpur Terminal 1,2023-11-01,373475,227380,146095
LTA Kuala Lumpur Terminal 2,2020-01-01,369144,189737,179407
LTA Kuala Lumpur Terminal 2,2020-02-01,244870,135477,109393
LTA Kuala Lumpur Terminal 2,2020-03-01,104257,59613,44644
LTA Kuala Lumpur Terminal 2,2020-04-01,4,2,2
LTA Kuala Lumpur Terminal 2,2020-05-01,38,9,29
LTA Kuala Lumpur Terminal 2,2020-06-01,69,19,50
LTA Kuala Lumpur Terminal 2,2020-07-01,265,142,123
LTA Kuala Lumpur Terminal 2,2020-08-01,247,151,96
LTA Kuala Lumpur Terminal 2,2020-09-01,386,284,102
LTA Kuala Lumpur Terminal 2,2020-10-01,353,274,79
LTA Kuala Lumpur Terminal 2,2020-11-01,347,240,107
LTA Kuala Lumpur Terminal 2,2020-12-01,425,287,138
LTA Kuala Lumpur Terminal 2,2021-01-01,328,185,143
LTA Kuala Lumpur Terminal 2,2021-02-01,274,166,108
LTA Kuala Lumpur Terminal 2,2021-03-01,725,407,318
LTA Kuala Lumpur Terminal 2,2021-04-01,734,431,303
LTA Kuala Lumpur Terminal 2,2021-05-01,438,221,217
LTA Kuala Lumpur Terminal 2,2021-06-01,363,230,133
LTA Kuala Lumpur Terminal 2,2021-07-01,236,139,97
LTA Kuala Lumpur Terminal 2,2021-08-01,220,156,64
LTA Kuala Lumpur Terminal 2,2021-09-01,333,199,134
LTA Kuala Lumpur Terminal 2,2021-10-01,308,171,137
LTA Kuala Lumpur Terminal 2,2021-11-01,729,436,293
LTA Kuala Lumpur Terminal 2,2021-12-01,6159,3283,2876
LTA Kuala Lumpur Terminal 2,2022-01-01,3394,1790,1604
LTA Kuala Lumpur Terminal 2,2022-02-01,4052,2293,1759
LTA Kuala Lumpur Terminal 2,2022-03-01,8101,4733,3368
LTA Kuala Lumpur Terminal 2,2022-04-01,31416,17236,14180
LTA Kuala Lumpur Terminal 2,2022-05-01,85271,46139,39132
LTA Kuala Lumpur Terminal 2,2022-06-01,97741,54718,43023
LTA Kuala Lumpur Terminal 2,2022-07-01,124451,67631,56820
LTA Kuala Lumpur Terminal 2,2022-08-01,146713,82659,64054
LTA Kuala Lumpur Terminal 2,2022-09-01,141866,79662,62204
