poe,date,arrivals,arrivals_male,arrivals_female
Tedungan,2022-10-01,8994,5236,3758
Tedungan,2022-11-01,7145,4266,2879
Tedungan,2022-12-01,16802,9470,7332
Tedungan,2023-01-01,15029,9008,6021
Tedungan,2023-02-01,15368,9224,6144
Tedungan,2023-03-01,16216,9559,6657
Tedungan,2023-04-01,20236,11527,8709
Tedungan,2023-05-01,17110,10458,6652
Tedungan,2023-06-01,14469,8874,5595
Tedungan,2023-07-01,14241,8413,5828
Tedungan,2023-08-01,12618,7470,5148
Tedungan,2023-09-01,16120,9495,6625
Tedungan,2023-10-01,16861,10057,6804
Tedungan,2023-11-01,14013,8459,5554
Telaga Harbour Park,2020-01-01,6656,3279,3377
Telaga Harbour Park,2020-02-01,2966,1404,1562
Telaga Harbour Park,2020-03-01,1719,855,864
Telaga Harbour Park,2020-04-01,0,0,0
Telaga Harbour Park,2020-05-01,0,0,0
Telaga Harbour Park,2020-06-01,2,2,0
Telaga Harbour Park,2020-07-01,1,1,0
Telaga Harbour Park,2020-08-01,0,0,0
Telaga Harbour Park,2020-09-01,0,0,0
Telaga Harbour Park,2020-10-01,0,0,0
Telaga Harbour Park,2020-11-01,0,0,0
Telaga Harbour Park,2020-12-01,0,0,0
Telaga Harbour Park,2021-01-01,0,0,0
Telaga Harbour Park,2021-02-01,0,0,0
Telaga Harbour Park,2021-03-01,0,0,0
Telaga Harbour Park,2021-04-01,0,0,0
Telaga Harbour Park,2021-05-01,2,2,0
Telaga Harbour Park,2021-06-01,0,0,0
Telaga Harbour Park,2021-07-01,3,1,2
Telaga Harbour Park,2021-08-01,0,0,0
Telaga Harbour Park,2021-09-01,0,0,0
Telaga Harbour Park,2021-10-01,0,0,0
Telaga Harbour Park,2021-11-01,0,0,0
Telaga Harbour Park,2021-12-01,0,0,0
Telaga Harbour Park,2022-01-01,0,0,0
Telaga Harbour Park,2022-02-01,0,0,0
Telaga Harbour Park,2022-03-01,0,0,0
Telaga Harbour Park,2022-04-01,14,13,1
Telaga Harbour Park,2022-05-01,25,20,5
Telaga Harbour Park,2022-06-01,25,20,5
Telaga Harbour Park,2022-07-01,25,14,11
Telaga Harbour Park,2022-08-01,60,43,17
Telaga Harbour Park,2022-09-01,48,39,9
Telaga Harbour Park,2022-10-01,299,166,133
Telaga Harbour Park,2022-11-01,1183,633,550
Telaga Harbour Park,2022-12-01,2036,984,1052
Telaga Harbour Park,2023-01-01,4206,2143,2063
Telaga Harbour Park,2023-02-01,3728,1799,1929
Telaga Harbour Park,2023-03-01,3204,1538,1666
Telaga Harbour Park,2023-04-01,2368,1121,1247
Telaga Harbour Park,2023-05-01,1273,605,668
Telaga Harbour Park,2023-06-01,17,11,6
Telaga Harbour Park,2023-07-01,16,10,6
Telaga Harbour Park,2023-08-01,33,26,7
Telaga Harbour Park,2023-09-01,14,10,4
Telaga Harbour Park,2023-10-01,375,207,168
Telaga Harbour Park,2023-11-01,2046,994,1052
Terminal Feri Minyak Beku,2020-01-01,1045,892,153
Terminal Feri Minyak Beku,2020-02-01,1128,929,199
Terminal Feri Minyak Beku,2020-03-01,672,585,87
Terminal Feri Minyak Beku,2020-04-01,0,0,0
Terminal Feri Minyak Beku,2020-05-01,0,0,0
Terminal Feri Minyak Beku,2020-06-01,0,0,0
Terminal Feri Minyak Beku,2020-07-01,0,0,0
Terminal Feri Minyak Beku,2020-08-01,0,0,0
Terminal Feri Minyak Beku,2020-09-01,0,0,0
Terminal Feri Minyak Beku,2020-10-01,0,0,0
Terminal Feri Minyak Beku,2020-11-01,0,0,0
Terminal Feri Minyak Beku,2020-12-01,0,0,0
Terminal Feri Minyak Beku,2021-01-01,0,0,0
Terminal Feri Minyak Beku,2021-02-01,0,0,0
Terminal Feri Minyak Beku,2021-03-01,0,0,0
Terminal Feri Minyak Beku,2021-04-01,0,0,0
Terminal Feri Minyak Beku,2021-05-01,0,0,0
Terminal Feri Minyak Beku,2021-06-01,0,0,0
Terminal Feri Minyak Beku,2021-07-01,0,0,0
Terminal Feri Minyak Beku,2021-08-01,0,0,0
Terminal Feri Minyak Beku,2021-09-01,0,0,0
Terminal Feri Minyak Beku,2021-10-01,0,0,0
Terminal Feri Minyak Beku,2021-11-01,0,0,0
Terminal Feri Minyak Beku,2021-12-01,0,0,0
Terminal Feri Minyak Beku,2022-01-01,0,0,0
Terminal Feri Minyak Beku,2022-02-01,0,0,0
Terminal Feri Minyak Beku,2022-03-01,0,0,0
Terminal Feri Minyak Beku,2022-04-01,0,0,0
Terminal Feri Minyak Beku,2022-05-01,0,0,0
Terminal Feri Minyak Beku,2022-06-01,0,0,0
Terminal Feri Minyak Beku,2022-07-01,0,0,0
Terminal Feri Minyak Beku,2022-08-01,0,0,0
Terminal Feri Minyak Beku,2022-09-01,0,0,0
Terminal Feri Minyak Beku,2022-10-01,0,0,0
Terminal Feri Minyak Beku,2022-11-01,0,0,0
Terminal Feri Minyak Beku,2022-12-01,0,0,0
Terminal Feri Minyak Beku,2023-01-01,337,279,58
Terminal Feri Minyak Beku,2023-02-01,559,430,129
Terminal Feri Minyak Beku,2023-03-01,355,315,40
Terminal Feri Minyak Beku,2023-04-01,462,340,122
Terminal Feri Minyak Beku,2023-05-01,1265,1089,176
Terminal Feri Minyak Beku,2023-06-01,2187,1874,313
Terminal Feri Minyak Beku,2023-07-01,2337,1994,343
Terminal Feri Minyak Beku,2023-08-01,3426,2987,439
Terminal Feri Minyak Beku,2023-09-01,1488,1320,168
Terminal Feri Minyak Beku,2023-10-01,0,0,0
Terminal Feri Minyak Beku,2023-11-01,1661,1402,259
Terminal Feri Puteri Harbour,2020-01-01,14485,7837,6648
Terminal Feri Puteri Harbour,2020-02-01,11174,6378,4796
Terminal Feri Puteri Harbour,2020-03-01,6828,3997,2831
Terminal Feri Puteri Harbour,2020-04-01,4,4,0
Terminal Feri Puteri Harbour,2020-05-01,0,0,0
Terminal Feri Puteri Harbour,2020-06-01,0,0,0
Terminal Feri Puteri Harbour,2020-07-01,0,0,0
Terminal Feri Puteri Harbour,2020-08-01,0,0,0
Terminal Feri Puteri Harbour,2020-09-01,0,0,0
Terminal Feri Puteri Harbour,2020-10-01,0,0,0
Terminal Feri Puteri Harbour,2020-11-01,0,0,0
Terminal Feri Puteri Harbour,2020-12-01,0,0,0
Terminal Feri Puteri Harbour,2021-01-01,0,0,0
Terminal Feri Puteri Harbour,2021-02-01,0,0,0
Terminal Feri Puteri Harbour,2021-03-01,0,0,0
Terminal Feri Puteri Harbour,2021-04-01,0,0,0
Terminal Feri Puteri Harbour,2021-05-01,0,0,0
Terminal Feri Puteri Harbour,2021-06-01,0,0,0
Terminal Feri Puteri Harbour,2021-07-01,0,0,0
Terminal Feri Puteri Harbour,2021-08-01,0,0,0
Terminal Feri Puteri Harbour,2021-09-01,0,0,0
Terminal Feri Puteri Harbour,2021-10-01,0,0,0
Terminal Feri Puteri Harbour,2021-11-01,0,0,0
Terminal Feri Puteri Harbour,2021-12-01,0,0,0
Terminal Feri Puteri Harbour,2022-01-01,0,0,0
Terminal Feri Puteri Harbour,2022-02-01,0,0,0
Terminal Feri Puteri Harbour,2022-03-01,0,0,0
Terminal Feri Puteri Harbour,2022-04-01,19,14,5
Terminal Feri Puteri Harbour,2022-05-01,1606,1042,564
Terminal Feri Puteri Harbour,2022-06-01,5126,3178,1948
Terminal Feri Puteri Harbour,2022-07-01,8000,4966,3034
Terminal Feri Puteri Harbour,2022-08-01,10375,6459,3916
Terminal Feri Puteri Harbour,2022-09-01,8970,5503,3467
Terminal Feri Puteri Harbour,2022-10-01,9982,5893,4089
Terminal Feri Puteri Harbour,2022-11-01,13259,7758,5501
Terminal Feri Puteri Harbour,2022-12-01,15197,8558,6639
Terminal Feri Puteri Harbour,2023-01-01,12293,7263,5030
Terminal Feri Puteri Harbour,2023-02-01,11902,7162,4740
Terminal Feri Puteri Harbour,2023-03-01,12375,7591,4784
Terminal Feri Puteri Harbour,2023-04-01,11395,5867,5528
Terminal Feri Puteri Harbour,2023-05-01,11292,6874,4418
Terminal Feri Puteri Harbour,2023-06-01,9872,5189,4683
Terminal Feri Puteri Harbour,2023-07-01,11022,6245,4777
Terminal Feri Puteri Harbour,2023-08-01,8801,4936,3865
Terminal Feri Puteri Harbour,2023-09-01,9568,5390,4178
Terminal Feri Puteri Harbour,2023-10-01,8741,4944,3797
Terminal Feri Puteri Harbour,2023-11-01,8690,4827,3863
Wang Kelian,2020-01-01,8998,6101,2897
Wang Kelian,2020-02-01,7605,5116,2489
Wang Kelian,2020-03-01,4852,3428,1424
Wang Kelian,2020-04-01,1,0,1
Wang Kelian,2020-05-01,0,0,0
Wang Kelian,2020-06-01,2,0,2
Wang Kelian,2020-07-01,3,1,2
Wang Kelian,2020-08-01,1,0,1
Wang Kelian,2020-09-01,0,0,0
Wang Kelian,2020-10-01,0,0,0
Wang Kelian,2020-11-01,0,0,0
Wang Kelian,2020-12-01,4,0,4
Wang Kelian,2021-01-01,0,0,0
Wang Kelian,2021-02-01,0,0,0
Wang Kelian,2021-03-01,0,0,0
Wang Kelian,2021-04-01,1,0,1
Wang Kelian,2021-05-01,0,0,0
Wang Kelian,2021-06-01,0,0,0
Wang Kelian,2021-07-01,0,0,0
Wang Kelian,2021-08-01,0,0,0
Wang Kelian,2021-09-01,0,0,0
Wang Kelian,2021-10-01,0,0,0
Wang Kelian,2021-11-01,1,0,1
Wang Kelian,2021-12-01,0,0,0
Wang Kelian,2022-01-01,1,1,0
Wang Kelian,2022-02-01,1,0,1
Wang Kelian,2022-03-01,1,0,1
Wang Kelian,2022-04-01,828,674,154
Wang Kelian,2022-05-01,1327,866,461
Wang Kelian,2022-06-01,2390,1313,1077
Wang Kelian,2022-07-01,5127,2784,2343
Wang Kelian,2022-08-01,5246,3143,2103
Wang Kelian,2022-09-01,5485,3212,2273
Wang Kelian,2022-10-01,5409,3033,2376
Wang Kelian,2022-11-01,5824,3543,2281
Wang Kelian,2022-12-01,5688,3081,2607
Wang Kelian,2023-01-01,6197,4186,2011
Wang Kelian,2023-02-01,6719,4233,2486
Wang Kelian,2023-03-01,7094,4317,2777
Wang Kelian,2023-04-01,6344,3972,2372
Wang Kelian,2023-05-01,6372,3929,2443
Wang Kelian,2023-06-01,4878,2806,2072
Wang Kelian,2023-07-01,7654,4759,2895
Wang Kelian,2023-08-01,6135,3870,2265
Wang Kelian,2023-09-01,5365,3314,2051
Wang Kelian,2023-10-01,5316,3172,2144
Wang Kelian,2023-11-01,3790,2272,1518
Woodlands Train Checkpoint,2020-01-01,48513,19196,29317
Woodlands Train Checkpoint,2020-02-01,24081,10801,13280
Woodlands Train Checkpoint,2020-03-01,16242,7005,9237
Woodlands Train Checkpoint,2020-04-01,0,0,0
Woodlands Train Checkpoint,2020-05-01,0,0,0
Woodlands Train Checkpoint,2020-06-01,0,0,0
Woodlands Train Checkpoint,2020-07-01,0,0,0
Woodlands Train Checkpoint,2020-08-01,0,0,0
Woodlands Train Checkpoint,2020-09-01,0,0,0
Woodlands Train Checkpoint,2020-10-01,0,0,0
Woodlands Train Checkpoint,2020-11-01,0,0,0
Woodlands Train Checkpoint,2020-12-01,0,0,0
Woodlands Train Checkpoint,2021-01-01,0,0,0
Woodlands Train Checkpoint,2021-02-01,0,0,0
Woodlands Train Checkpoint,2021-03-01,0,0,0
Woodlands Train Checkpoint,2021-04-01,0,0,0
Woodlands Train Checkpoint,2021-05-01,0,0,0
Woodlands Train Checkpoint,2021-06-01,0,0,0
Woodlands Train Checkpoint,2021-07-01,0,0,0
Woodlands Train Checkpoint,2021-08-01,0,0,0
Woodlands Train Checkpoint,2021-09-01,0,0,0
Woodlands Train Checkpoint,2021-10-01,0,0,0
Woodlands Train Checkpoint,2021-11-01,0,0,0
Woodlands Train Checkpoint,2021-12-01,0,0,0
Woodlands Train Checkpoint,2022-01-01,0,0,0
Woodlands Train Checkpoint,2022-02-01,0,0,0
Woodlands Train Checkpoint,2022-03-01,0,0,0
Woodlands Train Checkpoint,2022-04-01,1,1,0
Woodlands Train Checkpoint,2022-05-01,0,0,0
Woodlands Train Checkpoint,2022-06-01,9458,4100,5358
Woodlands Train Checkpoint,2022-07-01,33068,13967,19101
Woodlands Train Checkpoint,2022-08-01,41850,17112,24738
Woodlands Train Checkpoint,2022-09-01,49023,19508,29515
Woodlands Train Checkpoint,2022-10-01,49506,19536,29970
Woodlands Train Checkpoint,2022-11-01,48443,18670,29773
Woodlands Train Checkpoint,2022-12-01,58095,23793,34302
Woodlands Train Checkpoint,2023-01-01,45033,17754,27279
Woodlands Train Checkpoint,2023-02-01,38961,15371,23590
Woodlands Train Checkpoint,2023-03-01,53213,20888,32325
Woodlands Train Checkpoint,2023-04-01,50872,20119,30753
Woodlands Train Checkpoint,2023-05-01,49745,19106,30639
Woodlands Train Checkpoint,2023-06-01,57361,23460,33901
Woodlands Train Checkpoint,2023-07-01,52199,19492,32707
Woodlands Train Checkpoint,2023-08-01,50748,19256,31492
Woodlands Train Checkpoint,2023-09-01,53078,20485,32593
Woodlands Train Checkpoint,2023-10-01,48646,18178,30468
Woodlands Train Checkpoint,2023-11-01,51714,19901,31813
